0 0.785398 0
0.25 0.57665 -1.6043
0.5 0.0516515 -2.39168
0.75001 -0.502678 -1.82184
1.00001 -0.778921 -0.298428
1.25001 -0.640649 1.36214
1.5 -0.154001 2.34811
1.75 0.419897 2.0103
2 0.759638 0.593061
2.25 0.693778 -1.09999
2.5 0.25354 -2.26231
2.75 -0.329729 -2.16523
3 -0.727815 -0.879717
3.25 -0.735238 0.822492
3.5 -0.348497 2.13667
3.75 0.233685 2.28284
4 0.683883 1.15433
4.25 0.764475 -0.533904
4.50001 0.437204 -1.97454
4.75001 -0.13347 -2.36001
5.00001 -0.628469 -1.41251
5.25001 -0.781099 0.238397
5.50001 -0.518213 1.77982
5.75001 0.0308306 2.39464
6.00001 0.562353 1.64987
6.25001 0.784906 0.0602218
6.50001 0.590195 -1.55698
6.75001 0.0723509 -2.38575
7.00001 -0.486548 -1.86175
7.25001 -0.775846 -0.358012
7.50001 -0.652039 1.3106
7.75001 -0.174199 2.3336
8.00001 0.402253 2.04363
8.25001 0.754042 0.651086
8.50001 0.702832 -1.04527
8.75001 0.272879 -2.23967
9.00001 -0.310855 -2.19126
9.25001 -0.719783 -0.935449
9.50001 -0.741856 0.765434
9.75001 -0.366642 2.10655
10 0.213914 2.30093
10.25 0.673539 1.20693
10.5 0.768582 -0.475356
10.75 0.453873 -1.9377
11 -0.113134 -2.36971
11.25 -0.615959 -1.46118
11.5 -0.782659 0.179092
11.75 -0.53312 1.73719
12 0.0103208 2.3957
12.25 0.547887 1.69365
12.5 0.783908 0.119439
12.75 0.603116 -1.50948
13 0.0926609 -2.37818
13.25 -0.470361 -1.89978
13.5 -0.772318 -0.416377
13.75 -0.662791 1.25919
14 -0.193944 2.31767
14.25 0.384615 2.07507
14.5 0.748044 0.707826
14.75 0.711272 -0.990861
15 0.291708 -2.21586
15.25 -0.292071 -2.21537
15.5 -0.711411 -0.989768
15.75 -0.747882 0.708903
16 -0.384234 2.07553
16.25 0.194316 2.31711
16.5 0.662921 1.258
