0 0 0
0.25 0.000104125 0.000541505
0.5 0.000827002 0.000837377
0.75001 0.000894536 0.000463655
1.00001 0.000135541 -8.67237e-05
1.25001 -0.000364281 -4.02938e-05
1.5 0.000105372 0.00048158
1.75 0.000776986 0.000631424
2 0.000588688 0.000142482
2.25 -0.000211223 -0.000280581
2.5 -0.000441596 -2.86942e-05
2.75 0.000218042 0.000486519
3 0.000740541 0.000457135
3.25 0.000309961 -9.50246e-05
3.5 -0.000440164 -0.000351877
3.75 -0.000388864 5.87405e-05
4 0.000370333 0.00049784
4.25 0.000671134 0.000285037
4.50001 5.10445e-05 -0.000265691
4.75001 -0.000567274 -0.000336087
5.00001 -0.000253125 0.000175072
5.25001 0.000508226 0.000483451
5.50001 0.000553635 0.000113525
5.75001 -0.000192357 -0.00037968
6.00001 -0.000603076 -0.00025323
6.25001 -6.0125e-05 0.000295836
6.50001 0.000607799 0.000429533
6.75001 0.000382812 -5.90539e-05
7.00001 -0.000397044 -0.000431735
7.25001 -0.000551013 -0.000125856
7.50001 0.000151912 0.000391529
7.75001 0.000642273 0.000332614
8.00001 0.000173571 -0.000215286
8.25001 -0.000544564 -0.000422319
8.50001 -0.000423637 2.41457e-05
8.75001 0.000351325 0.000444906
9.00001 0.000602626 0.000199952
9.25001 -5.23498e-05 -0.000340006
9.50001 -0.000620335 -0.0003563
9.75001 -0.000239998 0.000174919
10 0.00051052 0.000446469
10.25 0.000491228 4.54416e-05
10.5 -0.000269197 -0.000420002
10.75 -0.000616947 -0.000243844
11 -2.46032e-05 0.000306031
11.25 0.000608225 0.000394481
11.5 0.000320522 -0.000113131
11.75 -0.000451299 -0.000446564
12 -0.000535881 -9.99456e-05
12.25 0.000194919 0.000400296
12.5 0.000631507 0.000294559
12.75 0.000110934 -0.000256843
13 -0.000576731 -0.000417042
13.25 -0.000387751 5.69927e-05
13.5 0.000390863 0.000445531
13.75 0.000577037 0.000158642
14 -0.000111951 -0.000368275
14.25 -0.000630294 -0.000335442
14.5 -0.000191218 0.000207218
14.75 0.000538677 0.000435862
15 0.000451329 3.3381e-06
15.25 -0.000320722 -0.000433828
15.5 -0.000605535 -0.000212058
15.75 2.91996e-05 0.000331952
16 0.0006199 0.000372343
16.25 0.000269835 -0.000152233
